Month,Day,Year,california,oregon,washington
8,16,2009,0.092,0.009,0
9,16,2009,0.031,0.251,0.554
10,16,2009,0.392,1.07,6.83999999999999
11,16,2009,0.311,1.521,10.396
12,16,2009,7.70599999999999,4.42699999999999,4.83199999999999
1,17,2009,0.109,0.032,0
2,17,2009,17.357,0.770000000000001,0.231
3,17,2009,3.54,0.796000000000001,1.778
4,17,2009,0.101,0.927000000000001,1.902
5,17,2009,0.047,0.014,0
6,17,2009,0.621,0.994000000000001,0.801000000000001
7,17,2009,0.399,0.015,0
8,17,2009,0.016,0.006,0
9,17,2009,0.017,0.01,0.159
10,17,2009,0.394,2.204,7.873
11,17,2009,2.451,5.00699999999999,4.30299999999999
12,17,2009,1.903,1.262,0.222
1,18,2009,0.155,0.035,0
2,18,2009,5.60499999999999,0.066,0.073
3,18,2009,0.146,0.11,0.308
4,18,2009,0.045,0.003,0
5,18,2009,0.438,0.276,1.043
6,18,2009,0.428,0.128,0.033
7,18,2009,0.349,0.002,0
8,18,2009,0.015,0.012,0
9,18,2009,0.01,0.019,0.102
10,18,2009,0.367,0.78,0.285
11,18,2009,2.39699999999999,1.162,4.07799999999999
12,18,2009,0.501,0.577,0.735
1,19,2009,0.127,0.016,0
2,19,2009,0.116,0.073,0.002
3,19,2009,0.071,0.307,1.509
4,19,2009,0.007,0.016,0
5,19,2009,0.535,0.789000000000001,1.581
6,19,2009,0.243,1.4,1.08
7,19,2009,0.224,0.006,0
8,19,2009,0.032,0.002,0
9,19,2009,0.029,0.468,1.962
10,19,2009,2.504,1.25099999999999,0.387
11,19,2009,0.236,2.238,8.09899999999999
12,19,2009,0.403,1.354,2.698
1,20,2009,0.087,0.112,0
2,20,2009,0.073,0.104,0
3,20,2009,0.16,1.203,2.55799999999999
4,20,2009,0.027,0.002,0
5,20,2009,0.162,0.035,0.149
6,20,2009,0.559,1.441,0.131
7,20,2009,0.303,0.005,0
8,20,2009,0.031,0.003,0
9,20,2009,0.066,0.009,0.021
10,20,2009,2.37,0.059,0.077
11,20,2009,5.466,4.83999999999999,3.41299999999999
12,20,2009,2.327,4.70299999999999,5.78699999999999
1,21,2009,1.93299999999999,0.326,0
2,21,2009,3.78,1.727,0.134
3,21,2009,4.19699999999999,3.70199999999999,1.391
4,21,2009,0.043,0.008,0
5,21,2009,0.056,0.014,0
6,21,2009,0.691,1.345,1.656
7,21,2009,0.163,0.044,0
8,21,2009,0.033,0.007,0.035
9,21,2009,0.081,0.033,0
10,21,2009,0.029,1.078,2.63599999999999
11,21,2009,6.134,2.36699999999999,3.448
12,21,2009,5.52399999999998,4.81699999999999,4.76899999999999
1,22,2009,7.26599999999999,1.014,0
2,22,2009,17.798,5.83299999999999,1.963
3,22,2009,8.48399999999999,2.78299999999999,1.966
4,22,2009,0.044,0.057,0.149
5,22,2009,0.172,0.05,0
6,22,2009,0.21,0.009,0.424
7,22,2009,0.158,0.014,0.001
8,22,2009,0.857000000000001,0.007,0
9,22,2009,0.109,0.028,0
10,22,2009,0.056,0.141,0.674
11,22,2009,2.177,4.52699999999999,5.219
12,22,2009,4.56699999999999,1.364,0.233
1,23,2009,10.348,0.136,0.007
2,23,2009,22.231,6.251,2.99299999999999
3,23,2009,4.47099999999999,1.185,1.369
4,23,2009,0.087,0.273,0.63
5,23,2009,0.313,0.128,0
6,23,2009,0.022,0.005,0.004
7,23,2009,0.63,0.02,0.392
8,23,2009,1.626,0.001,0
9,23,2009,0.187,0.016,0
10,23,2009,0.094,1.717,6.143
11,23,2009,1.445,0.073,2.333
12,23,2009,1.321,0.013,0.037
1,24,2009,9.13099999999999,1.508,0.549
2,24,2009,8.633,4.01399999999999,3.40899999999999
3,24,2009,0.105,0.940000000000001,3.006
4,24,2009,0.609,0.077,0.001
5,24,2009,0.168,0.086,0.002
6,24,2009,0.098,0.052,0.725
7,24,2009,1.3,0.003,0.345
8,24,2009,0.837000000000001,0.013,0.012
9,24,2009,0.12,0.017,0
10,24,2009,0.14,0.022,0.031
11,24,2009,0.102,0.048,0.884000000000001
12,24,2009,0.138,0.02,0.001
1,25,2009,6.45699999999998,1.73299999999999,0.258
2,25,2009,3.204,5.277,3.956
3,25,2009,0.315,4.25799999999999,2.09999999999999
4,25,2009,0.552,0.295,0.516
5,25,2009,0.048,0.021,0.017
6,25,2009,0.15,0.112,0.458
7,25,2009,1.246,0.053,0.599
8,25,2009,0.144,0.151,0.172
9,25,2009,0.008,0.023,0
10,25,2009,0.102,0.463,2.662
11,25,2009,0.136,0.029,2.63
12,25,2009,0.126,0.018,0
1,26,2009,2.60999999999999,0.079,0
2,26,2009,3.83799999999999,2.80899999999999,1.257
3,26,2009,0.282,0.132,0.022
4,26,2009,0.002,0.079,0.242
5,26,2009,0.103,0.056,0.476
6,26,2009,0.182,0.061,0.003
7,26,2009,0.602,0.071,0.52
8,26,2009,0.112,0.016,0
9,26,2009,0,0.004,0
10,26,2009,0.365,5.33099999999999,7.624
11,26,2009,0.998000000000001,4.92599999999999,4.46399999999999
12,26,2009,1.048,0.165,0.002
1,27,2009,0.402,1.954,2.71099999999999
2,27,2009,1.132,0.049,0.015
3,27,2009,0.029,0.043,0.289
4,27,2009,0.114,1.443,1.3
5,27,2009,0.329,0.01,0
6,27,2009,0.145,0.021,0.002
7,27,2009,0.164,0.001,0.227
8,27,2009,0.128,0.012,0
9,27,2009,0,0.008,0
10,27,2009,0.474,1.581,0.493
11,27,2009,3.75299999999999,3.65399999999999,0.873000000000001
12,27,2009,2.11699999999999,1.068,0.045
1,28,2009,0.152,0.48,0.382
2,28,2009,0.773000000000001,0.495,0.700000000000001
3,28,2009,0.157,4.049,4.11899999999999
4,28,2009,0.247,3.29399999999999,2.70499999999999
5,28,2009,0.511,0.054,0
6,28,2009,0.062,0.011,0.001
7,28,2009,0.105,0.012,0.056
8,28,2009,0.37,0.57,0.111
9,28,2009,0.008,0.242,0.472
10,28,2009,0.157,0.104,0.59
11,28,2009,3.71299999999999,0.017,1.371
12,28,2009,1.83599999999999,0.031,0.22
1,29,2009,0.115,0.008,0.094
3,29,2009,0.173,1.146,0.77
4,29,2009,0.153,1.051,1.166
5,29,2009,0.740000000000001,0.306,0.003
6,29,2009,0.075,0.025,0
7,29,2009,0.314,0.041,0.084
8,29,2009,0.365,0.099,0.417
9,29,2009,0.085,1.413,1.33
10,29,2009,0.083,3.438,3.67899999999999
11,29,2009,0.959000000000001,0.017,0.198
12,29,2009,2.97299999999999,3.35499999999999,0.734000000000001
1,30,2009,0.067,0.025,0.485
3,30,2009,0.044,0.01,0.557
4,30,2009,0.66,0.588,0.549
5,30,2009,1.336,0.582,0.012
6,30,2009,0.198,0,0
7,30,2009,0.261,0.058,0.074
8,30,2009,0.215,0.016,0.004
9,30,2009,0.113,0.427,0.257
10,30,2009,0.108,0.682,4.27599999999999
11,30,2009,0.098,0.045,0.539
12,30,2009,4.01499999999998,1.49,1.415
1,31,2009,0.029,0.05,0.055
3,31,2009,0.018,1.664,3.58599999999999
5,31,2009,2.423,2.143,0
7,31,2009,0.131,0.076,0.037
8,31,2009,0.181,0.006,0
10,31,2009,0.065,1.865,1.738
12,31,2009,4.72399999999999,9.77199999999999,4.658
1,1,2010,7.02899999999999,5.61699999999999,6.608
2,1,2010,1.278,2.54799999999999,1.508
3,1,2010,0.161,0.265,0.062
4,1,2010,2.46099999999999,0.259,1.083
5,1,2010,0.031,1.35,1.452
6,1,2010,1.259,2.151,1.03
7,1,2010,0.069,0.591,1.094
8,1,2010,0.079,0.045,0.06
9,1,2010,0.375,1.152,0.492
10,1,2010,0.851000000000001,0.042,0
11,1,2010,0.467,2.863,9.32399999999999
12,1,2010,3.799,3.73899999999999,0.887000000000001
1,2,2010,4.215,0.405,1.934
2,2,2010,2.83099999999999,1.024,0.933000000000001
3,2,2010,5.228,3.02799999999999,1.939
4,2,2010,5.606,8.55599999999999,6.15799999999999
5,2,2010,0.217,0.315,3.486
6,2,2010,3.262,10.275,8.01499999999999
7,2,2010,0.124,0.51,1.252
8,2,2010,0.14,0.007,0.054
9,2,2010,0.217,0.003,0
10,2,2010,2.76999999999999,0.036,0
11,2,2010,0.103,0.411,0.114
12,2,2010,7.44899999999999,4.62399999999999,0.820000000000001
1,3,2010,0.274,0.063,0.966000000000001
2,3,2010,2.47299999999999,2.55499999999999,1.094
3,3,2010,12.069,2.52399999999999,1.931
4,3,2010,5.665,1.621,2.391
5,3,2010,0.42,2.908,4.319
6,3,2010,5.05599999999999,4.53799999999999,1.07
7,3,2010,0.134,0.021,0.021
8,3,2010,0.099,0.043,0.427
9,3,2010,0.052,0.029,0.023
10,3,2010,3.78099999999999,1.774,0.319
11,3,2010,0.054,0.058,0
12,3,2010,7.01699999999999,0.351,0.171
1,4,2010,0.186,3.476,8.12099999999999
2,4,2010,7.185,3.03999999999999,1.364
3,4,2010,7.27299999999999,0.696,0.0860000000000001
4,4,2010,8.326,2.144,1.82899999999999
5,4,2010,0.391,0.271,1.632
6,4,2010,4.86899999999999,4.206,3.08099999999999
7,4,2010,0.101,0.003,0.145
8,4,2010,0.029,0.06,0.136
9,4,2010,0.079,0.007,0.073
10,4,2010,3.70399999999998,1.493,0.305
11,4,2010,0.051,0.045,0.028
12,4,2010,3.41399999999999,0.628,0.011
1,5,2010,0.457,5.558,3.10499999999999
2,5,2010,11.01,1.039,1.47
3,5,2010,0.509,0.021,0.098
4,5,2010,12.377,3.28199999999999,3.374
5,5,2010,0.219,1.226,1.495
6,5,2010,2.454,0.206,0.175
7,5,2010,0.068,0.025,0.057
8,5,2010,0.088,0.021,0.172
9,5,2010,0.122,0.011,0.0990000000000001
10,5,2010,3.19699999999999,0.12,0
11,5,2010,0.07,0.062,0.251
12,5,2010,9.32699999999998,0.489,0.024
1,6,2010,1.105,2.57099999999999,0.557
2,6,2010,13.477,2.476,1.021
3,6,2010,2.02599999999999,0.118,0
4,6,2010,4.33999999999999,1.315,1.975
5,6,2010,0.076,0.104,0.895000000000001
6,6,2010,0.293,2.96999999999999,2.501
7,6,2010,0.077,0.028,0
8,6,2010,0.095,0.02,0
9,6,2010,0.179,0.101,1.123
10,6,2010,3.27699999999998,0.397,0.125
11,6,2010,2.382,3.71799999999999,3.58499999999999
12,6,2010,10.159,2.04499999999999,0.407
1,7,2010,1.02,0.197,0.413
2,7,2010,9.47899999999999,0.286,0.745000000000001
3,7,2010,4.72799999999999,0.672,1.195
4,7,2010,0.161,0.789,3.798
5,7,2010,0.066,0.049,0.902000000000001
6,7,2010,0.244,0.155,0.787000000000001
7,7,2010,0.167,0.056,0
8,7,2010,0.149,0.059,1.148
9,7,2010,0.295,1.79,2.28
10,7,2010,2.75899999999999,3.27599999999999,1.02
11,7,2010,11.824,5.84299999999999,2.82599999999999
12,7,2010,2.63199999999999,1.399,3.77699999999999
1,8,2010,1.615,3.16099999999999,4.203
2,8,2010,1.278,0.22,0.687
3,8,2010,5.84199999999997,2.26799999999999,0.807000000000001
4,8,2010,0.147,1.663,3.528
5,8,2010,0.653,0.980000000000001,0.736000000000001
6,8,2010,0.323,1.725,1.342
7,8,2010,0.25,0.092,0
8,8,2010,0.255,0.076,0.18
9,8,2010,1.133,1.466,2.
10,8,2010,0.691000000000001,1.291,1.611
11,8,2010,9.838,0.609,0.960000000000001
12,8,2010,4.17699999999999,4.36599999999999,5.24599999999999
1,9,2010,1.98699999999999,0.730000000000001,1.075
2,9,2010,4.74799999999999,0.343,0.674
3,9,2010,4.50699999999998,1.62,0.767
4,9,2010,0.095,0.134,0.621
5,9,2010,2.265,1.71099999999999,0.421
6,9,2010,0.836000000000001,3.68799999999999,3.48599999999999
7,9,2010,0.144,0.015,0
8,9,2010,0.292,0.128,0.165
9,9,2010,1.186,1.035,0.365
10,9,2010,0.133,3.324,7.58599999999999
11,9,2010,2.431,4.37799999999999,2.797
12,9,2010,6.79399999999998,6.37499999999999,6.62299999999999
1,10,2010,0.762000000000001,0.374,0.966000000000001
2,10,2010,6.09999999999999,2.488,1.258
3,10,2010,2.22299999999999,0.744000000000001,0.900000000000001
4,10,2010,0.417,2.388,0.043
5,10,2010,6.78699999999999,5.28699999999999,2.14799999999999
6,10,2010,0.892000000000001,2.23499999999999,2.279
7,10,2010,0.097,0,0
8,10,2010,0.294,0.263,0.506
9,10,2010,0.427,0.047,0.159
10,10,2010,0.111,2.336,3.887
11,10,2010,2.88299999999999,1.399,0.141
12,10,2010,4.53099999999998,2.12899999999999,1.47
1,11,2010,1.504,1.918,6.09399999999999
2,11,2010,3.30399999999999,3.73799999999999,2.32499999999999
3,11,2010,0.885000000000001,4.138,6.43699999999999
4,11,2010,9.081,2.836,0.71
5,11,2010,5.293,1.338,0.226
6,11,2010,0.389,0.069,0.262
7,11,2010,0.194,0.003,0.026
8,11,2010,0.227,0.545,0.322
9,11,2010,0.409,0.004,0.401
10,11,2010,0.078,0.051,0.119
11,11,2010,0.842000000000001,0.48,1.397
12,11,2010,2.71499999999999,8.72,9.361
1,12,2010,11.053,4.85699999999999,4.17499999999999
2,12,2010,2.134,2.89599999999999,2.267
3,12,2010,8.34399999999999,7.12299999999999,5.18599999999999
4,12,2010,14.95,2.186,3.19999999999999
5,12,2010,0.316,0.041,0.016
6,12,2010,0.126,0.021,0
7,12,2010,0.188,0.014,0.07
8,12,2010,0.12,0.005,0.003
9,12,2010,0.346,0.043,1.274
10,12,2010,0.086,0.017,0
11,12,2010,0.065,0.075,0.135
12,12,2010,1.384,4.32399999999999,9.76299999999999
1,13,2010,13.65,4.00399999999999,4.58299999999999
2,13,2010,0.859000000000001,1.413,2.363
3,13,2010,8.377,0.529,0.775
4,13,2010,6.82399999999999,0.794000000000001,1.134
5,13,2010,0.236,0.015,0.023
6,13,2010,0.156,0.006,0.01
7,13,2010,0.115,0,0.006
8,13,2010,0.036,0.012,0
9,13,2010,0.204,0.104,0.067
10,13,2010,0.034,0.033,0
11,13,2010,0.045,1.549,1.509
12,13,2010,2.935,5.462,3.04
1,14,2010,4.06299999999999,0.089,3.35599999999999
2,14,2010,0.837000000000001,3.61999999999999,1.82199999999999
3,14,2010,0.267,0.019,0.308
4,14,2010,1.604,2.,0.074
5,14,2010,0.138,0.139,0.061
6,14,2010,0.114,0.006,0.004
7,14,2010,0.086,0.041,0
8,14,2010,0,0.006,0
9,14,2010,0.314,0.056,0.028
10,14,2010,0.066,0.007,0.146
11,14,2010,0.103,1.617,0.967000000000001
12,14,2010,9.75799999999998,6.21,4.51599999999999
1,15,2010,0.146,3.168,4.906
2,15,2010,0.901000000000001,1.04,1.234
3,15,2010,0.065,0.041,0.241
4,15,2010,1.086,0.311,0.923000000000001
5,15,2010,0.086,0.157,0.022
6,15,2010,0.092,0.341,0.852000000000001
7,15,2010,0.154,0,0
8,15,2010,0.055,0.04,0
9,15,2010,0.408,1.113,1.249
10,15,2010,0.149,0.011,0.012
11,15,2010,0.165,1.497,4.24899999999999
12,15,2010,7.691,0.824000000000001,1.655
1,16,2010,0.904000000000001,2.581,0.764000000000001
2,16,2010,0.396,1.058,1.425
3,16,2010,0.233,0.768000000000001,1.759
4,16,2010,0.08,0.442,1.711
5,16,2010,0.118,1.245,1.407
6,16,2010,0.07,0.895000000000001,1.185
7,16,2010,0.437,0.017,0
8,16,2010,0.092,0.008,0
9,16,2010,0.349,0.981000000000001,2.145
10,16,2010,0.214,0.004,0
11,16,2010,0.204,0.806000000000001,1.565
12,16,2010,1.54599999999999,0.084,0.689000000000001
1,17,2010,7.09899999999999,4.30599999999999,4.74299999999999
2,17,2010,0.302,0.223,0.696000000000001
3,17,2010,0.231,0.026,0.631
4,17,2010,0.071,0.757000000000001,1.943
5,17,2010,3.33299999999999,4.61599999999999,3.872
6,17,2010,0.03,0.137,1.037
7,17,2010,0.356,0.008,0
8,17,2010,0.104,0.515,0
9,17,2010,0.486,4.078,5.27299999999999
10,17,2010,1.453,0.034,0
11,17,2010,0.284,3.42,7.17799999999999
12,17,2010,12.898,1.221,0.042
1,18,2010,24.006,1.707,2.394
2,18,2010,0.1,0.126,0.674
3,18,2010,0.122,0.037,0
4,18,2010,0.051,0.038,0.055
5,18,2010,3.72699999999999,1.521,3.854
6,18,2010,0.01,0.19,0.222
7,18,2010,0.051,0.002,0.004
8,18,2010,0.156,0.068,0.018
9,18,2010,2.889,4.021,3.82599999999999
10,18,2010,1.433,0.019,0
11,18,2010,1.302,4.58499999999999,3.05699999999999
12,18,2010,29.222,7.04399999999999,2.98799999999999
1,19,2010,33.3329999999999,2.36899999999999,2.685
2,19,2010,0.606,0.16,0.674
3,19,2010,0.132,0.008,0
4,19,2010,0.948000000000001,2.121,1.359
5,19,2010,2.047,3.13499999999999,5.39399999999999
6,19,2010,0.039,0.505,0.749000000000001
7,19,2010,0.037,0,0.011
8,19,2010,0.097,0.044,0.009
9,19,2010,3.95599999999999,5.672,4.68
10,19,2010,1.288,0.005,0
11,19,2010,5.53899999999999,2.11399999999999,2.702
12,19,2010,41.3789999999999,5.48999999999999,1.543
1,20,2010,35.995,1.865,2.01
2,20,2010,2.36799999999999,0.392,0.674
3,20,2010,0.112,0.138,0.29
4,20,2010,8.783,9.373,4.33899999999999
5,20,2010,1.675,1.607,2.069
6,20,2010,0.052,1.634,2.508
7,20,2010,0.066,0.013,0.008
8,20,2010,0.022,0.02,0
9,20,2010,1.453,0.408,2.28299999999999
10,20,2010,2.71199999999999,0.072,0
11,20,2010,15.457,1.78099999999999,0.972000000000001
12,20,2010,37.586,2.75599999999999,2.289
1,21,2010,36.794,1.106,1.14
2,21,2010,4.71499999999998,0.119,0.674
3,21,2010,0.59,3.26,2.747
4,21,2010,10.984,1.92899999999999,1.643
5,21,2010,1.224,3.73299999999999,1.736
6,21,2010,0.043,0.249,1.968
7,21,2010,0.066,0.003,0.014
8,21,2010,0.048,0.009,0.054
9,21,2010,0.177,0.032,0.002
10,21,2010,2.24299999999999,0.62,0.161
11,21,2010,16.508,3.27999999999999,1.649
12,21,2010,23.591,1.565,1.585
1,22,2010,22.039,3.095,0.667
2,22,2010,3.44599999999998,0.157,0.674
3,22,2010,0.593,0.738000000000001,0.479
4,22,2010,4.48499999999998,0.555,0.385
5,22,2010,1.76399999999999,1.852,0.476
6,22,2010,0.026,0.019,0.026
7,22,2010,0.036,0.011,0.147
8,22,2010,0.128,0.119,0.274
9,22,2010,0.247,0.065,0
10,22,2010,1.53999999999999,1.191,0.462
11,22,2010,9.55999999999997,6.78099999999999,3.676
12,22,2010,23.373,1.49,2.49899999999999
1,23,2010,6.90999999999998,0.816000000000001,0.739
2,23,2010,8.22999999999999,4.79799999999999,1.697
3,23,2010,0.09,0.022,0.008
4,23,2010,1.417,0.259,0.778000000000001
5,23,2010,1.147,0.4,1.015
6,23,2010,0.06,0.081,0.334
7,23,2010,0.016,0.004,0
8,23,2010,0.242,0.011,0
9,23,2010,0.231,0.527,2.096
10,23,2010,8.91999999999999,7.73099999999999,4.51399999999999
11,23,2010,8.72,1.374,0.327
12,23,2010,13.388,0.38,3.209
1,24,2010,4.47999999999998,6.93399999999999,3.82499999999999
2,24,2010,13.617,3.06099999999999,1.646
3,24,2010,1.096,1.47,0.164
4,24,2010,0.071,0.271,1.886
5,24,2010,0.695000000000001,0.472,0.285
6,24,2010,0.311,0.089,0.05
7,24,2010,0.027,0.011,0
8,24,2010,0.297,0.002,0
9,24,2010,0.15,0.005,0.339
10,24,2010,27.533,13.133,7.14899999999999
11,24,2010,4.656,0.124,0.009
12,24,2010,0.257,1.633,2.873
1,25,2010,11.948,2.80299999999999,1.834
2,25,2010,6.354,1.029,1.073
3,25,2010,2.57899999999999,4.53799999999999,4.13299999999999
4,25,2010,0.03,0.026,0.047
5,25,2010,3.93599999999999,3.60299999999999,2.21899999999999
6,25,2010,0.639,0.328,0.017
7,25,2010,0.149,0,0
8,25,2010,0.229,0.021,0
9,25,2010,0.127,0.018,0.895
10,25,2010,20.1850000000001,4.54199999999999,5.91099999999999
11,25,2010,0.106,0.051,1.12
12,25,2010,8.26099999999999,2.372,2.751
1,26,2010,11.818,2.318,0.708
2,26,2010,12.04,5.31199999999999,3.466
3,26,2010,1.61,2.59099999999999,1.532
4,26,2010,2.907,4.58599999999999,3.02999999999999
5,26,2010,5.59299999999999,3.02299999999999,3.57499999999999
6,26,2010,0.391,0.005,0.001
7,26,2010,0.28,0.391,0.008
8,26,2010,0.189,0.011,0.099
9,26,2010,0.089,0.263,2.47
10,26,2010,1.013,2.149,2.814
11,26,2010,1.454,3.55799999999999,3.87399999999999
12,26,2010,11.02,4.74999999999999,3.40899999999999
1,27,2010,3.13499999999998,0.046,0.029
2,27,2010,18.952,0.492,1.267
3,27,2010,0.151,0.076,0.212
4,27,2010,11.602,8.23299999999999,4.21499999999999
5,27,2010,6.00399999999999,1.953,6.07
6,27,2010,0.013,0.009,0.117
7,27,2010,0.213,0.188,0.118
8,27,2010,0.123,0.032,0.14
9,27,2010,0.047,0.083,0.931000000000001
10,27,2010,2.663,0.852000000000001,0.213
11,27,2010,7.42999999999999,4.62599999999999,1.228
12,27,2010,3.58099999999999,5.03699999999999,3.99499999999999
1,28,2010,0.144,0.051,0.064
2,28,2010,7.41299999999999,0.075,0.369
3,28,2010,1.137,4.69999999999999,5.392
4,28,2010,12.137,2.83599999999999,1.828
5,28,2010,4.551,0.864000000000001,4.89
6,28,2010,0.063,0.069,0.256
7,28,2010,0.255,0.0740000000000001,0.108
8,28,2010,1.148,1.145,0.087
9,28,2010,0.039,0.072,0.301
10,28,2010,8.25799999999999,4.66199999999999,2.71899999999999
11,28,2010,6.248,0.688000000000001,0.2
12,28,2010,15.589,13.388,3.82199999999999
1,29,2010,1.889,2.408,1.206
3,29,2010,6.628,10.666,6.71599999999999
4,29,2010,4.02199999999999,1.51,1.622
5,29,2010,0.435,0.2,1.333
6,29,2010,0.121,0.105,0.047
7,29,2010,0.425,0.02,0
8,29,2010,1.285,0.357,0.207
9,29,2010,0.047,0.027,0
10,29,2010,8.04799999999999,0.774000000000001,0.645
11,29,2010,0.516,1.457,1.568
12,29,2010,22.691,4.87799999999999,2.822
1,30,2010,3.11499999999999,2.09799999999999,1.563
3,30,2010,10.605,4.93799999999999,2.229
4,30,2010,0.592,0.373,0.894000000000001
5,30,2010,0.125,1.211,1.259
6,30,2010,0.063,0.007,0.015
7,30,2010,0.359,0.023,0.026
8,30,2010,0.537,2.39799999999999,0.267
9,30,2010,0.234,0.006,0
10,30,2010,4.91099999999997,3.194,2.79499999999999
11,30,2010,1.794,8.31099999999999,7.04299999999999
12,30,2010,8.115,0.473,0.059
1,31,2010,1.344,0.748000000000001,1.148
3,31,2010,7.389,1.419,1.493
5,31,2010,0.652,1.974,2.98799999999999
7,31,2010,0.164,0.067,0.537
8,31,2010,0.557,1.113,5.54199999999999
10,31,2010,3.11399999999998,1.764,1.338
12,31,2010,1.763,0.291,0
1,1,2011,6.22799999999998,0.2,0
2,1,2011,0.087,0.035,0
3,1,2011,2.508,2.559,2.71499999999999
4,1,2011,0.165,1.559,5.353
5,1,2011,0.083,0.017,0
6,1,2011,4.66899999999999,2.75299999999999,2.367
7,1,2011,0.047,0.01,0
8,1,2011,4.866,0,0
9,1,2011,0.043,0.022,0.003
10,1,2011,0.359,0.804,0.634
11,1,2011,0.06,0.027,0
12,1,2011,0.388,0.028,0
1,2,2011,11.479,0.041,0
2,2,2011,0.11,0.043,0
3,2,2011,8.82799999999999,3.03199999999999,3.18699999999999
4,2,2011,0.413,2.56599999999999,2.217
5,2,2011,0.054,1.099,2.667
6,2,2011,2.82199999999999,1.782,2.171
7,2,2011,0.055,0.003,0.059
8,2,2011,0.14,0,0
9,2,2011,0.042,0.038,0
10,2,2011,0.839000000000001,1.631,1.461
11,2,2011,0.091,1.032,1.514
12,2,2011,0.335,0.099,0
1,3,2011,7.40999999999999,0.03,0
2,3,2011,0.091,0.06,1.938
3,3,2011,9.081,1.91799999999999,2.263
4,3,2011,0.308,0.128,0.997000000000001
5,3,2011,0.09,0.025,0.629
6,3,2011,2.36499999999999,0.035,0.037
7,3,2011,0.104,0.039,0.346
8,3,2011,0.115,0.001,0.018
9,3,2011,0.121,0.037,0
10,3,2011,4.019,2.71499999999999,3.329
11,3,2011,1.973,2.12499999999999,0.668
12,3,2011,0.027,0.148,0
1,4,2011,0.901,0.082,0.33
2,4,2011,0.091,0.846000000000001,3.514
3,4,2011,2.202,2.65299999999999,2.672
4,4,2011,0.103,4.37499999999999,5.69299999999999
5,4,2011,0.073,0.005,0.007
6,4,2011,6.05699999999999,0.046,0
7,4,2011,0.743000000000001,0.029,0
8,4,2011,0.096,0.045,0.01
9,4,2011,0.13,0.054,0
10,4,2011,9.44799999999999,4.16599999999999,2.93799999999999
11,4,2011,4.44399999999998,1.125,0.203
12,4,2011,0.028,0.104,0.025
1,5,2011,0.35,0.715,3.448
2,5,2011,0.145,0.818000000000001,0.483
3,5,2011,3.733,3.02099999999999,0.659
4,5,2011,0.406,1.731,3.653
5,5,2011,0.047,0.1,0.541
6,5,2011,6.89099999999998,2.14399999999999,0.771
7,5,2011,1.86799999999999,0.068,0
8,5,2011,0.063,0.001,0.003
9,5,2011,0.412,0.037,0
10,5,2011,17.295,3.31999999999999,4.12799999999999
11,5,2011,5.88299999999998,2.234,0.011
12,5,2011,0.028,0.029,0
1,6,2011,0.264,0.287,2.853
2,6,2011,0.196,0.598,3.172
3,6,2011,9.03599999999999,1.148,0.26
4,6,2011,1.754,4.56399999999999,2.308
5,6,2011,0.267,2.21299999999999,2.516
6,6,2011,5.55799999999999,3.92399999999999,0.574
7,6,2011,1.78599999999999,0,0
8,6,2011,0.054,0,0.02
9,6,2011,0.549,0.008,0
10,6,2011,13.326,0.755000000000001,0.671
11,6,2011,5.22699999999998,1.227,0.02
12,6,2011,0.045,0.025,0.002
1,7,2011,0.091,0.761000000000001,3.529
2,7,2011,0.116,1.708,2.143
3,7,2011,8.66899999999999,1.227,0.387
4,7,2011,5.44199999999998,1.509,0.408
5,7,2011,0.980000000000001,1.533,3.225
6,7,2011,3.12399999999999,0.453,1.181
7,7,2011,0.785,0.04,0.122
8,7,2011,0.087,0.002,0
9,7,2011,0.168,0.088,0
10,7,2011,2.09399999999999,0.556,0.688000000000001
11,7,2011,1.906,0.214,1.123
12,7,2011,0.079,0.042,0
1,8,2011,0.076,0.686,1.252
2,8,2011,0.11,0.703000000000001,0.263
3,8,2011,3.85399999999999,4.75099999999999,2.311
4,8,2011,5.16999999999999,0.152,0.002
5,8,2011,1.98499999999999,2.40199999999999,0.980000000000001
6,8,2011,0.207,0.488,1.649
7,8,2011,0.205,0.011,0.117
8,8,2011,0.137,0.016,0
9,8,2011,0.01,0.091,0.004
10,8,2011,0.088,0.056,0.263
11,8,2011,0.084,0.126,0.408
12,8,2011,0.276,0.041,0
1,9,2011,0.137,1.057,1.135
2,9,2011,0.17,0.065,0.002
3,9,2011,1.141,3.624,7.67699999999999
4,9,2011,1.43299999999999,0.032,0.122
5,9,2011,2.23599999999999,0.306,0.293
6,9,2011,0.151,0.033,0.064
7,9,2011,0.012,0.01,0
8,9,2011,0.112,0.007,0.016
9,9,2011,0.624,0.028,0
10,9,2011,0.103,0.298,0.244
11,9,2011,0.059,0.028,0.273
12,9,2011,0.27,0.013,0
1,10,2011,0.123,0.078,0.218
2,10,2011,0.159,0.039,0
3,10,2011,3.921,5.87699999999999,6.48999999999999
4,10,2011,0.442,1.,3.19799999999999
5,10,2011,1.021,0.058,0.124
6,10,2011,0.255,1.07,0.472
7,10,2011,0.03,0.006,0.095
8,10,2011,0.15,0.003,0.105
9,10,2011,5.243,0.014,0.004
10,10,2011,6.645,5.48099999999999,3.61899999999999
11,10,2011,0.018,0.008,0
12,10,2011,0.04,0.104,0.002
1,11,2011,2.729,1.078,1.856
